,Timestamp,Product_Views,Add_to_Cart_Count,Sales_Count,Current_Price,Competitor_Price,Promotion_Active,Is_Holiday_or_Weekend,Stock_Availability
67,2024-01-05 11:00:00,175,40,24,25010.25,24605.65,0,0,70
68,2024-01-05 12:00:00,201,47,35,25152.81,25006.97,0,0,88
69,2024-01-05 13:00:00,223,47,26,24193.67,24573.0,0,0,272
70,2024-01-05 14:00:00,210,50,38,25249.71,24351.62,0,0,151
71,2024-01-05 15:00:00,195,59,38,24859.71,23992.5,0,0,95
72,2024-01-05 16:00:00,187,56,30,25168.97,25440.78,0,0,115
73,2024-01-05 17:00:00,190,51,30,24874.8,25472.2,0,0,140
74,2024-01-05 18:00:00,219,50,21,25625.48,25024.09,0,0,213
75,2024-01-05 19:00:00,167,51,19,25113.11,24475.85,0,0,160
76,2024-01-05 20:00:00,199,54,26,25501.21,25099.08,0,0,387
77,2024-01-05 21:00:00,192,55,31,25542.36,25179.48,0,0,172
78,2024-01-05 22:00:00,242,43,34,24440.22,24698.3,0,0,242
79,2024-01-05 23:00:00,213,46,43,24630.49,24816.55,0,0,496
80,2024-01-06 08:00:00,199,42,33,25225.81,25292.71,0,1,148
81,2024-01-06 09:00:00,213,67,29,24817.23,24143.82,1,1,340
82,2024-01-06 10:00:00,204,63,31,24880.7,25199.37,1,1,208
83,2024-01-06 11:00:00,202,50,27,25643.28,24676.34,1,1,461
84,2024-01-06 12:00:00,210,52,23,24844.82,24354.97,0,1,152
85,2024-01-06 13:00:00,198,58,38,24515.54,24387.88,1,1,434
86,2024-01-06 14:00:00,191,40,28,24583.1,24454.11,0,1,330
87,2024-01-06 15:00:00,208,50,31,26091.18,24315.97,0,1,92
88,2024-01-06 16:00:00,198,38,26,24910.89,25508.56,0,1,133
89,2024-01-06 17:00:00,212,40,31,24317.88,24996.48,1,1,240
90,2024-01-06 18:00:00,194,45,32,24115.27,25225.79,0,1,100
91,2024-01-06 19:00:00,203,52,26,24687.68,25024.95,0,1,435
92,2024-01-06 20:00:00,201,48,29,24901.74,24824.49,1,1,259
93,2024-01-06 21:00:00,203,43,36,25474.59,24829.9,1,1,175
94,2024-01-06 22:00:00,208,50,34,25426.17,24640.99,0,1,497
95,2024-01-06 23:00:00,208,52,27,24996.83,24673.69,0,1,118
96,2024-01-07 08:00:00,219,48,30,24772.92,24236.76,0,1,314
97,2024-01-07 09:00:00,188,37,17,25169.8,25232.73,1,1,307
98,2024-01-07 10:00:00,193,45,40,24125.63,24074.71,0,1,467
99,2024-01-07 11:00:00,201,54,31,25990.54,24376.56,0,1,237
100,2024-01-07 12:00:00,221,53,31,25327.05,25604.81,1,1,279
101,2024-01-07 13:00:00,193,44,28,25433.5,24854.47,0,1,238
102,2024-01-07 14:00:00,177,42,25,24462.92,24871.08,0,1,464
103,2024-01-07 15:00:00,208,58,38,25641.32,25054.94,0,1,59
104,2024-01-07 16:00:00,184,57,24,24769.99,24183.87,0,1,163
105,2024-01-07 17:00:00,176,53,34,24523.72,24242.48,0,1,125
106,2024-01-07 18:00:00,225,50,29,24980.41,24622.04,0,1,213
107,2024-01-07 19:00:00,211,42,32,24968.72,24438.66,0,1,134
108,2024-01-07 20:00:00,209,69,36,24460.73,24770.02,0,1,98
109,2024-01-07 21:00:00,183,41,26,24552.53,24994.22,0,1,375
110,2024-01-07 22:00:00,208,57,28,24513.38,25355.67,1,1,226
111,2024-01-07 23:00:00,211,54,34,24518.14,25124.44,1,1,436
112,2024-01-08 08:00:00,218,52,23,24805.95,24402.29,0,0,438
113,2024-01-08 09:00:00,196,58,29,24305.51,24650.01,0,0,267
114,2024-01-08 10:00:00,210,43,30,24654.31,24541.22,0,0,238
115,2024-01-08 11:00:00,203,33,32,25522.57,24393.38,1,0,395
116,2024-01-08 12:00:00,177,45,28,25411.65,24302.33,0,0,279
117,2024-01-08 13:00:00,188,50,32,24475.06,25465.72,1,0,304
118,2024-01-08 14:00:00,199,41,31,25479.1,24804.26,0,0,285
119,2024-01-08 15:00:00,206,59,33,24016.78,24710.31,1,0,75
120,2024-01-08 16:00:00,203,53,24,26214.57,24993.7,1,0,121
121,2024-01-08 17:00:00,202,52,22,25650.16,25013.5,1,0,310
122,2024-01-08 18:00:00,203,48,37,24720.13,25247.53,0,0,303
123,2024-01-08 19:00:00,193,41,14,25191.21,24502.54,0,0,320
124,2024-01-08 20:00:00,204,57,23,24299.54,24961.09,0,0,172
125,2024-01-08 21:00:00,200,44,33,25030.22,24435.53,0,0,193
126,2024-01-08 22:00:00,227,58,22,24908.17,24723.94,0,0,306
127,2024-01-08 23:00:00,188,48,33,24582.62,24822.7,0,0,193
128,2024-01-09 08:00:00,199,44,31,24765.72,24861.79,0,0,470
129,2024-01-09 09:00:00,177,49,30,24716.51,24844.13,0,0,308
130,2024-01-09 10:00:00,169,49,28,24434.13,25120.73,0,0,485
131,2024-01-09 11:00:00,221,53,23,24570.93,24561.2,0,0,96
132,2024-01-09 12:00:00,224,39,32,24279.08,24872.67,1,0,400
133,2024-01-09 13:00:00,209,50,21,25428.67,24496.44,0,0,62
134,2024-01-09 14:00:00,209,56,30,24533.94,25968.3,0,0,425
135,2024-01-09 15:00:00,199,48,30,24388.99,24434.85,0,0,257
136,2024-01-09 16:00:00,209,58,29,25420.75,24519.74,1,0,360
137,2024-01-09 17:00:00,210,48,30,25184.81,25153.06,0,0,284
138,2024-01-09 18:00:00,209,50,42,25402.25,24628.21,0,0,198
139,2024-01-09 19:00:00,177,56,37,25458.04,25153.22,0,0,371
140,2024-01-09 20:00:00,227,45,33,25968.73,24861.21,0,0,487
141,2024-01-09 21:00:00,204,68,27,24921.98,24638.72,0,0,204
142,2024-01-09 22:00:00,198,60,30,24271.2,24498.9,1,0,215
143,2024-01-09 23:00:00,202,40,27,25135.52,24484.47,1,0,139
144,2024-01-10 08:00:00,208,40,32,24665.5,24643.07,0,0,235
145,2024-01-10 09:00:00,182,62,24,24521.25,24730.24,0,0,367
146,2024-01-10 10:00:00,180,52,24,25049.96,24467.25,0,0,407
147,2024-01-10 11:00:00,204,33,40,25432.88,24756.31,0,0,223
148,2024-01-10 12:00:00,179,52,37,24582.0,24362.35,0,0,266
149,2024-01-10 13:00:00,211,47,26,25637.19,25102.36,0,0,444
150,2024-01-10 14:00:00,187,48,21,24505.19,25178.94,1,0,313
151,2024-01-10 15:00:00,225,45,33,24878.05,24518.27,1,0,146
152,2024-01-10 16:00:00,215,54,25,25193.15,24495.93,0,0,166
153,2024-01-10 17:00:00,213,54,34,24806.05,24871.17,0,0,248
154,2024-01-10 18:00:00,186,60,35,24112.0,25306.15,0,0,369
155,2024-01-10 19:00:00,205,51,27,25463.7,25394.67,0,0,70
156,2024-01-10 20:00:00,192,55,39,24688.27,24238.9,0,0,249
157,2024-01-10 21:00:00,208,42,22,25372.45,25202.52,0,0,420
158,2024-01-10 22:00:00,209,46,24,24367.93,24775.38,1,0,496
159,2024-01-10 23:00:00,205,45,25,24453.28,24783.12,1,0,390
160,2024-01-11 08:00:00,197,55,20,25431.22,25001.88,0,0,497
161,2024-01-11 09:00:00,194,54,30,25170.25,24607.62,0,0,297
162,2024-01-11 10:00:00,201,41,32,24780.71,25238.68,0,0,325
163,2024-01-11 11:00:00,188,48,33,25177.52,25369.58,0,0,313
164,2024-01-11 12:00:00,197,55,31,24522.98,25384.51,0,0,107
165,2024-01-11 13:00:00,210,39,40,25055.13,24062.43,0,0,351
166,2024-01-11 14:00:00,184,39,29,25064.28,24708.14,0,0,80
167,2024-01-11 15:00:00,200,60,29,24813.11,24025.91,0,0,298
168,2024-01-11 16:00:00,211,42,31,24582.36,24493.89,1,0,142
169,2024-01-11 17:00:00,212,57,33,25035.12,23841.0,0,0,314
170,2024-01-11 18:00:00,187,60,31,24972.51,24980.11,0,0,320
171,2024-01-11 19:00:00,200,43,33,24767.09,24887.72,0,0,143
172,2024-01-11 20:00:00,179,53,30,24483.09,24626.96,0,0,203
173,2024-01-11 21:00:00,195,55,22,25006.24,24483.54,0,0,443
174,2024-01-11 22:00:00,204,52,32,24768.34,24925.61,1,0,334
175,2024-01-11 23:00:00,202,47,41,24482.67,24395.43,1,0,129
176,2024-01-12 08:00:00,196,50,35,25021.76,24368.22,0,0,341
177,2024-01-12 09:00:00,203,56,28,25804.15,24319.03,0,0,133
178,2024-01-12 10:00:00,204,49,32,24816.59,24718.46,0,0,414
179,2024-01-12 11:00:00,236,40,41,25748.89,24567.08,0,0,423
180,2024-01-12 12:00:00,188,53,41,26057.17,24646.3,1,0,86
181,2024-01-12 13:00:00,191,44,34,24523.29,25008.72,0,0,391
182,2024-01-12 14:00:00,223,53,34,25004.52,25185.32,0,0,376
183,2024-01-12 15:00:00,179,42,33,26051.87,25380.19,0,0,456
184,2024-01-12 16:00:00,210,42,34,24939.46,24824.05,0,0,474
185,2024-01-12 17:00:00,179,48,38,25018.41,24939.04,1,0,281
186,2024-01-12 18:00:00,213,59,36,24165.0,24875.54,0,0,142
187,2024-01-12 19:00:00,206,55,25,24734.17,24130.33,1,0,385
188,2024-01-12 20:00:00,195,44,33,25277.79,24652.12,0,0,151
189,2024-01-12 21:00:00,175,35,25,26214.64,24653.96,1,0,461
190,2024-01-12 22:00:00,181,52,36,24902.0,24595.67,0,0,481
191,2024-01-12 23:00:00,184,53,39,24168.69,24783.62,0,0,215
192,2024-01-13 08:00:00,216,54,28,24297.38,24712.21,1,1,208
193,2024-01-13 09:00:00,192,58,28,24982.11,24405.47,0,1,63
194,2024-01-13 10:00:00,204,47,25,25588.6,24739.59,0,1,422
195,2024-01-13 11:00:00,211,55,31,25318.68,24544.38,0,1,274
196,2024-01-13 12:00:00,213,47,27,25230.13,23752.3,1,1,122
197,2024-01-13 13:00:00,180,57,28,25654.57,24241.17,0,1,298
198,2024-01-13 14:00:00,199,55,26,24639.89,24835.57,1,1,140
199,2024-01-13 15:00:00,224,42,28,25009.55,25236.76,0,1,265
200,2024-01-13 16:00:00,189,50,26,24739.81,23829.12,0,1,139
201,2024-01-13 17:00:00,184,55,29,24864.27,24451.84,1,1,78
202,2024-01-13 18:00:00,192,66,35,24496.87,24972.58,0,1,484
203,2024-01-13 19:00:00,190,42,37,24828.01,25151.28,1,1,354
204,2024-01-13 20:00:00,187,52,35,24986.14,24631.95,1,1,476
205,2024-01-13 21:00:00,202,56,37,24814.26,24526.89,0,1,269
206,2024-01-13 22:00:00,201,59,36,24919.47,25287.88,0,1,377
207,2024-01-13 23:00:00,191,47,30,25202.52,25118.44,0,1,264
208,2024-01-14 08:00:00,196,50,35,25619.35,25143.45,1,1,270
209,2024-01-14 09:00:00,213,64,30,25655.58,24612.77,1,1,438
210,2024-01-14 10:00:00,199,53,32,25380.71,25245.48,0,1,91
211,2024-01-14 11:00:00,195,56,31,24370.01,24021.97,0,1,184
212,2024-01-14 12:00:00,204,35,29,24819.8,25252.49,0,1,91
213,2024-01-14 13:00:00,209,41,25,24862.86,24773.39,1,1,213
214,2024-01-14 14:00:00,201,62,34,24671.43,24851.57,0,1,410
215,2024-01-14 15:00:00,200,33,28,25171.18,24421.9,0,1,332
216,2024-01-14 16:00:00,179,45,22,24202.84,24074.39,0,1,107
217,2024-01-14 17:00:00,175,47,34,25846.78,24843.08,1,1,351
218,2024-01-14 18:00:00,190,58,36,25597.61,25020.56,0,1,371
219,2024-01-14 19:00:00,201,42,35,25239.1,25081.08,0,1,74
220,2024-01-14 20:00:00,218,51,40,24968.95,25037.91,0,1,122
221,2024-01-14 21:00:00,202,46,31,25614.42,24947.26,0,1,422
222,2024-01-14 22:00:00,186,38,34,25344.7,24430.49,1,1,460
223,2024-01-14 23:00:00,204,55,37,25553.32,25106.99,1,1,178
224,2024-01-15 08:00:00,203,41,25,24970.47,24385.75,0,0,136
225,2024-01-15 09:00:00,202,48,35,25894.66,25242.83,0,0,379
226,2024-01-15 10:00:00,204,56,28,25583.44,24766.41,0,0,475
227,2024-01-15 11:00:00,182,41,25,25254.77,24779.72,0,0,485
228,2024-01-15 12:00:00,193,43,38,25627.99,25146.37,1,0,202
229,2024-01-15 13:00:00,205,46,36,24790.42,25200.59,0,0,231
230,2024-01-15 14:00:00,217,70,30,24416.25,25108.26,0,0,174
231,2024-01-15 15:00:00,219,48,38,25160.78,24471.82,0,0,116
232,2024-01-15 16:00:00,205,54,29,24971.45,25105.07,0,0,55
233,2024-01-15 17:00:00,215,48,29,24901.14,24474.08,0,0,174
234,2024-01-15 18:00:00,193,57,34,25608.16,25115.16,0,0,363
235,2024-01-15 19:00:00,194,52,30,25083.57,24229.93,0,0,375
236,2024-01-15 20:00:00,212,58,30,25131.78,24762.53,1,0,102
237,2024-01-15 21:00:00,199,41,27,24836.47,24471.64,0,0,115
238,2024-01-15 22:00:00,199,44,27,25440.56,25147.97,0,0,363
239,2024-01-15 23:00:00,210,59,22,25350.94,25246.07,1,0,131
240,2024-01-16 08:00:00,196,55,31,25436.83,24879.6,0,0,136
241,2024-01-16 09:00:00,206,56,25,24751.37,24866.44,1,0,51
242,2024-01-16 10:00:00,182,57,24,25652.04,25081.67,0,0,253
243,2024-01-16 11:00:00,208,47,26,25919.38,25248.45,0,0,199
244,2024-01-16 12:00:00,215,51,34,25421.02,24814.92,0,0,342
245,2024-01-16 13:00:00,214,56,33,24595.36,24600.13,0,0,453
246,2024-01-16 14:00:00,173,40,34,24598.9,25058.91,0,0,152
247,2024-01-16 15:00:00,200,42,27,24812.31,24056.51,1,0,73
248,2024-01-16 16:00:00,179,65,31,24717.81,25163.86,0,0,417
249,2024-01-16 17:00:00,190,55,42,24964.45,24515.93,0,0,261
250,2024-01-16 18:00:00,210,51,30,25316.22,24703.91,0,0,114
251,2024-01-16 19:00:00,205,47,30,25144.98,25166.42,0,0,498
252,2024-01-16 20:00:00,203,48,35,25101.14,24633.8,0,0,258
253,2024-01-16 21:00:00,196,47,35,24879.4,25058.96,0,0,300
254,2024-01-16 22:00:00,197,48,37,24963.08,25255.56,1,0,434
255,2024-01-16 23:00:00,236,49,28,25398.29,24844.01,1,0,166
256,2024-01-17 08:00:00,177,43,25,23994.02,24924.58,0,0,165
257,2024-01-17 09:00:00,173,47,33,24994.3,24752.23,0,0,286
258,2024-01-17 10:00:00,197,45,29,25143.99,24846.24,1,0,154
259,2024-01-17 11:00:00,209,53,25,25391.79,24353.44,1,0,308
260,2024-01-17 12:00:00,232,61,26,24494.98,24682.5,0,0,95
261,2024-01-17 13:00:00,233,49,30,24468.55,24284.72,1,0,360
262,2024-01-17 14:00:00,199,42,28,25291.98,24440.49,0,0,380
263,2024-01-17 15:00:00,202,47,32,24047.77,23998.82,1,0,265
264,2024-01-17 16:00:00,216,42,26,25666.09,24905.57,0,0,497
265,2024-01-17 17:00:00,234,52,24,25113.3,25476.64,0,0,350
266,2024-01-17 18:00:00,205,47,36,25779.36,24617.56,1,0,459
267,2024-01-17 19:00:00,193,57,17,24456.46,25186.05,0,0,382
268,2024-01-17 20:00:00,196,59,20,24781.82,25250.28,0,0,498
269,2024-01-17 21:00:00,204,55,32,23796.07,24320.35,0,0,73
270,2024-01-17 22:00:00,175,40,28,24602.16,24406.48,1,0,84
271,2024-01-17 23:00:00,192,41,17,24908.08,25196.32,1,0,73
272,2024-01-18 08:00:00,208,39,40,24018.65,24763.06,1,0,77
273,2024-01-18 09:00:00,177,57,28,24802.69,24283.68,0,0,65
274,2024-01-18 10:00:00,211,46,21,24006.33,24545.26,1,0,108
275,2024-01-18 11:00:00,211,62,18,24871.27,24967.86,0,0,292
276,2024-01-18 12:00:00,222,61,29,25573.56,24482.43,0,0,487
277,2024-01-18 13:00:00,208,46,30,24982.51,23690.19,1,0,256
278,2024-01-18 14:00:00,207,50,33,25829.1,24671.19,0,0,449
279,2024-01-18 15:00:00,202,40,34,25393.15,24703.6,0,0,320
280,2024-01-18 16:00:00,192,55,33,25674.07,24803.69,0,0,298
281,2024-01-18 17:00:00,210,61,28,24617.53,25303.55,0,0,316
282,2024-01-18 18:00:00,180,43,26,24605.43,24821.41,1,0,242
283,2024-01-18 19:00:00,213,49,29,25172.81,24897.17,0,0,384
284,2024-01-18 20:00:00,170,55,37,24211.15,25222.21,1,0,267
285,2024-01-18 21:00:00,201,58,34,25235.57,24804.14,0,0,164
286,2024-01-18 22:00:00,206,39,29,24838.04,25654.61,0,0,117
287,2024-01-18 23:00:00,202,42,28,25665.0,24294.52,0,0,348
288,2024-01-19 08:00:00,220,37,24,25339.76,24426.34,1,0,374
289,2024-01-19 09:00:00,198,59,34,25548.35,25045.58,0,0,446
290,2024-01-19 10:00:00,203,47,31,24622.9,25301.73,1,0,443
291,2024-01-19 11:00:00,201,56,23,25524.11,24719.68,0,0,124
292,2024-01-19 12:00:00,210,44,29,25722.36,24395.75,0,0,152
293,2024-01-19 13:00:00,197,53,29,24980.64,25504.4,0,0,346
294,2024-01-19 14:00:00,197,48,30,24630.32,24483.05,1,0,227
295,2024-01-19 15:00:00,185,44,34,24639.11,24935.62,1,0,264
296,2024-01-19 16:00:00,227,41,30,25619.51,25325.66,0,0,364
297,2024-01-19 17:00:00,177,57,29,26342.17,24623.36,0,0,88
298,2024-01-19 18:00:00,199,41,32,24509.18,24551.15,0,0,308
299,2024-01-19 19:00:00,190,54,36,24470.74,24578.52,1,0,253
300,2024-01-19 20:00:00,177,51,35,25460.71,25160.62,0,0,56
301,2024-01-19 21:00:00,201,51,23,24623.04,25224.06,1,0,98
302,2024-01-19 22:00:00,191,49,29,25509.18,24813.49,1,0,75
303,2024-01-19 23:00:00,209,40,29,25232.67,25553.23,0,0,210
304,2024-01-20 08:00:00,190,45,36,24988.01,24812.79,1,1,406
305,2024-01-20 09:00:00,166,51,29,25220.64,25316.93,0,1,225
306,2024-01-20 10:00:00,195,58,30,25190.1,24627.2,0,1,128
307,2024-01-20 11:00:00,189,44,29,24910.2,25733.5,0,1,51
308,2024-01-20 12:00:00,204,52,21,24121.82,25428.05,0,1,432
309,2024-01-20 13:00:00,173,46,36,25089.33,24748.81,1,1,465
310,2024-01-20 14:00:00,216,51,38,25786.53,25373.82,0,1,181
311,2024-01-20 15:00:00,215,45,35,24195.62,25353.59,0,1,325
312,2024-01-20 16:00:00,167,45,31,24517.11,25421.22,0,1,166
313,2024-01-20 17:00:00,215,51,28,25213.41,23807.21,0,1,213
314,2024-01-20 18:00:00,205,44,20,25019.3,25087.74,0,1,337
315,2024-01-20 19:00:00,201,50,39,25205.59,25016.92,0,1,77
316,2024-01-20 20:00:00,201,50,27,24650.34,24988.43,0,1,382
317,2024-01-20 21:00:00,201,59,30,25581.23,24887.34,1,1,50
318,2024-01-20 22:00:00,198,67,41,25023.45,24899.12,1,1,237
319,2024-01-20 23:00:00,211,54,28,25348.49,25313.26,0,1,105
320,2024-01-21 08:00:00,221,61,20,25160.14,25015.79,1,1,84
321,2024-01-21 09:00:00,198,41,34,25087.75,24886.76,0,1,161
322,2024-01-21 10:00:00,190,42,23,25313.42,25255.75,0,1,335
323,2024-01-21 11:00:00,161,65,31,25093.24,24967.21,0,1,359
324,2024-01-21 12:00:00,227,56,28,24404.9,25005.43,0,1,85
325,2024-01-21 13:00:00,191,54,32,25543.68,25546.81,0,1,488
326,2024-01-21 14:00:00,168,44,29,25409.06,24626.21,1,1,266
327,2024-01-21 15:00:00,238,72,30,23946.57,24193.72,0,1,129
328,2024-01-21 16:00:00,201,45,29,24672.9,24828.95,1,1,363
329,2024-01-21 17:00:00,203,48,30,25521.18,24885.82,0,1,132
330,2024-01-21 18:00:00,202,52,36,24086.54,25088.61,1,1,114
331,2024-01-21 19:00:00,210,44,37,25471.78,24842.93,0,1,374
332,2024-01-21 20:00:00,218,49,40,24929.39,25102.05,0,1,177
333,2024-01-21 21:00:00,184,53,48,25670.14,25801.85,0,1,356
334,2024-01-21 22:00:00,193,49,31,24999.43,25120.61,0,1,71
335,2024-01-21 23:00:00,226,52,36,24638.97,25190.93,0,1,265
336,2024-01-22 08:00:00,208,59,25,25154.04,24748.19,1,0,156
337,2024-01-22 09:00:00,199,45,31,24984.81,24245.9,0,0,158
338,2024-01-22 10:00:00,188,49,42,24594.57,23880.76,1,0,421
339,2024-01-22 11:00:00,211,48,33,26109.17,24592.53,0,0,406
340,2024-01-22 12:00:00,186,45,24,24514.45,23767.85,1,0,230
341,2024-01-22 13:00:00,193,45,29,23878.52,25005.42,0,0,405
342,2024-01-22 14:00:00,180,51,39,25790.85,24646.87,0,0,213
343,2024-01-22 15:00:00,181,51,31,24708.22,24274.65,1,0,117
344,2024-01-22 16:00:00,216,54,32,24851.61,24852.35,0,0,341
345,2024-01-22 17:00:00,185,49,34,24821.05,24504.55,0,0,229
346,2024-01-22 18:00:00,213,42,31,24715.17,24980.31,0,0,230
347,2024-01-22 19:00:00,184,54,20,24616.9,25083.05,0,0,483
348,2024-01-22 20:00:00,209,54,39,24501.59,24519.27,0,0,218
349,2024-01-22 21:00:00,171,58,26,25032.38,24705.09,1,0,451
350,2024-01-22 22:00:00,207,59,32,24799.01,24885.96,0,0,71
351,2024-01-22 23:00:00,206,53,28,25365.18,24237.18,0,0,115
352,2024-01-23 08:00:00,195,53,38,25241.35,24885.92,0,0,70
353,2024-01-23 09:00:00,215,52,25,24536.24,24227.59,0,0,149
354,2024-01-23 10:00:00,215,61,33,25054.26,25026.29,0,0,433
355,2024-01-23 11:00:00,199,46,35,24791.08,24625.93,1,0,349
356,2024-01-23 12:00:00,179,48,27,24504.17,24225.38,0,0,152
357,2024-01-23 13:00:00,201,53,28,25344.72,24568.01,1,0,96
358,2024-01-23 14:00:00,191,52,38,24939.34,24584.93,0,0,88
359,2024-01-23 15:00:00,212,41,31,24796.22,25227.41,0,0,334
360,2024-01-23 16:00:00,182,42,29,24572.22,24869.32,0,0,359
361,2024-01-23 17:00:00,238,53,30,24486.03,24417.49,0,0,139
362,2024-01-23 18:00:00,211,51,41,25994.38,25459.63,0,0,134
363,2024-01-23 19:00:00,192,54,29,25167.06,25050.6,0,0,322
364,2024-01-23 20:00:00,210,49,22,24454.44,24665.47,1,0,385
365,2024-01-23 21:00:00,186,48,23,25143.93,24178.47,0,0,237
366,2024-01-23 22:00:00,209,57,32,25531.01,24630.16,1,0,208
367,2024-01-23 23:00:00,199,49,28,25083.76,24711.79,0,0,292
368,2024-01-24 08:00:00,184,37,35,25687.01,24947.61,1,0,122
369,2024-01-24 09:00:00,177,58,33,24228.59,25042.9,1,0,98
370,2024-01-24 10:00:00,198,38,23,24004.34,25122.63,0,0,150
371,2024-01-24 11:00:00,191,59,35,25130.26,24155.41,1,0,51
372,2024-01-24 12:00:00,242,44,27,25138.25,24883.4,0,0,293
373,2024-01-24 13:00:00,198,49,28,23330.25,24736.15,1,0,225
